Runde,Dato,Dag,Tid,Hjemmelag,Hjemme,Borte,Bortelag,Bane,Kampnr,Sesong
27,18-10-2014,lørdag,18:00:00,Molde,1,2,Haugesund,Aker stadion,99120001211,2014
27,19-10-2014,søndag,15:30:00,Strømsgodset,2,1,Lillestrøm,Marienlyst stadion,99120001216,2014
27,19-10-2014,søndag,18:00:00,Stabæk,1,1,Viking,Nadderud stadion,99120001214,2014
27,19-10-2014,søndag,18:00:00,Sandnes Ulf,1,0,Sogndal,Sandnes stadion,99120001215,2014
27,19-10-2014,søndag,18:00:00,Odd,4,3,Bodø/Glimt,Skagerak Arena,99120001210,2014
27,19-10-2014,søndag,20:00:00,Rosenborg,3,2,Vålerenga,Lerkendal stadion,99120001213,2014
28,24-10-2014,fredag,19:00:00,Vålerenga,1,2,Odd,Ullevaal Stadion,99120001221,2014
28,25-10-2014,lørdag,15:30:00,Haugesund,3,2,Strømsgodset,Haugesund stadion,99120001218,2014
28,26-10-2014,søndag,15:30:00,Sarpsborg 08,1,1,Stabæk,Sarpsborg st KG,99120001223,2014
28,26-10-2014,søndag,15:30:00,Rosenborg,3,1,Sandnes Ulf,Lerkendal stadion,99120001222,2014
28,26-10-2014,søndag,18:00:00,Viking,1,2,Aalesund,SR-Bank Arena,99120001219,2014
28,26-10-2014,søndag,18:00:00,Sogndal,0,1,Molde,Fosshaugane Campus,99120001220,2014
28,26-10-2014,søndag,18:00:00,Lillestrøm,4,1,Start,Åråsen stadion,99120001224,2014
28,26-10-2014,søndag,20:00:00,Bodø/Glimt,2,1,Brann,Aspmyra stadion,99120001217,2014
29,02-11-2014,søndag,18:00:00,Start,3,3,Sandnes Ulf,Sparebanken Sør Arena,99120001232,2014
29,02-11-2014,søndag,18:00:00,Odd,0,1,Rosenborg,Skagerak Arena,99120001230,2014
29,02-11-2014,søndag,18:00:00,Stabæk,0,1,Haugesund,Nadderud stadion,99120001227,2014
29,02-11-2014,søndag,18:00:00,Lillestrøm,4,0,Bodø/Glimt,Åråsen stadion,99120001226,2014
29,02-11-2014,søndag,18:00:00,Aalesund,4,1,Vålerenga,Color Line Stadion,99120001228,2014
29,02-11-2014,søndag,18:00:00,Brann,2,1,Sogndal,Brann stadion,99120001225,2014
29,02-11-2014,søndag,18:00:00,Strømsgodset,2,0,Molde,Marienlyst stadion,99120001229,2014
29,02-11-2014,søndag,18:00:00,Viking,1,0,Sarpsborg 08,SR-Bank Arena,99120001231,2014
30,09-11-2014,søndag,18:00:00,Sogndal,0,2,Stabæk,Fosshaugane Campus,99120001239,2014
30,09-11-2014,søndag,18:00:00,Vålerenga,1,0,Start,Ullevaal Stadion,99120001238,2014
30,09-11-2014,søndag,18:00:00,Sandnes Ulf,1,2,Aalesund,Sandnes stadion,99120001235,2014
30,09-11-2014,søndag,18:00:00,Haugesund,2,3,Brann,Haugesund stadion,99120001233,2014
30,09-11-2014,søndag,18:00:00,Bodø/Glimt,3,2,Viking,Aspmyra stadion,99120001234,2014
30,09-11-2014,søndag,18:00:00,Sarpsborg 08,3,2,Lillestrøm,Sarpsborg st KG,99120001240,2014
30,09-11-2014,søndag,18:00:00,Rosenborg,4,1,Strømsgodset,Lerkendal stadion,99120001237,2014
30,09-11-2014,søndag,18:00:00,Molde,2,0,Odd,Aker stadion,99120001236,2014
1,06-04-2015,mandag,15:30:00,Mjøndalen,1,0,Viking,Isachsen Stadion,99120001004,2015
1,06-04-2015,mandag,18:00:00,Sandefjord,3,1,Bodø/Glimt,Komplett Arena,99120001001,2015
1,06-04-2015,mandag,18:00:00,Stabæk,1,1,Haugesund,Nadderud stadion,99120001003,2015
1,06-04-2015,mandag,18:00:00,Rosenborg,5,0,Aalesund,Lerkendal stadion,99120001006,2015
1,06-04-2015,mandag,18:00:00,Tromsø,0,1,Sarpsborg 08,Alfheim stadion,99120001002,2015
1,06-04-2015,mandag,19:00:00,Vålerenga,3,1,Strømsgodset,Ullevaal Stadion,99120001008,2015
1,07-04-2015,tirsdag,19:00:00,Molde,1,2,Odd,Aker stadion,99120001005,2015
1,07-04-2015,tirsdag,19:00:00,Lillestrøm,1,1,Start,Åråsen stadion,99120001007,2015
2,10-04-2015,fredag,19:00:00,Sarpsborg 08,1,1,Vålerenga,Sarpsborg st KG,99120001010,2015
2,11-04-2015,lørdag,15:30:00,Bodø/Glimt,1,3,Molde,Aspmyra stadion,99120001009,2015
2,11-04-2015,lørdag,18:00:00,Strømsgodset,1,1,Mjøndalen,Marienlyst stadion,99120001012,2015
2,12-04-2015,søndag,15:30:00,Aalesund,1,1,Lillestrøm,Color Line Stadion,99120001014,2015
2,12-04-2015,søndag,18:00:00,Odd,2,0,Stabæk,Skagerak Arena,99120001013,2015
2,12-04-2015,søndag,18:00:00,Viking,3,1,Tromsø,SR-Bank Arena,99120001016,2015
2,12-04-2015,søndag,18:00:00,Start,2,1,Sandefjord,Sparebanken Sør Arena,99120001015,2015
2,12-04-2015,søndag,18:00:00,Haugesund,0,6,Rosenborg,Haugesund stadion,99120001011,2015
3,17-04-2015,fredag,19:00:00,Vålerenga,2,0,Haugesund,Ullevaal Stadion,99120001019,2015
3,18-04-2015,lørdag,15:30:00,Mjøndalen,1,1,Start,Isachsen Stadion,99120001020,2015
3,18-04-2015,lørdag,18:00:00,Rosenborg,1,1,Strømsgodset,Lerkendal stadion,99120001022,2015
3,19-04-2015,søndag,15:30:00,Bodø/Glimt,2,4,Odd,Aspmyra stadion,99120001017,2015
3,19-04-2015,søndag,18:00:00,Tromsø,1,1,Lillestrøm,Alfheim stadion,99120001023,2015
3,19-04-2015,søndag,18:00:00,Stabæk,1,0,Viking,Nadderud stadion,99120001021,2015
3,19-04-2015,søndag,18:00:00,Molde,5,1,Aalesund,Aker stadion,99120001024,2015
3,19-04-2015,søndag,18:00:00,Sandefjord,1,0,Sarpsborg 08,Komplett Arena,99120001018,2015
4,24-04-2015,fredag,19:00:00,Start,2,3,Vålerenga,Sparebanken Sør Arena,99120001030,2015
4,25-04-2015,lørdag,15:30:00,Odd,2,2,Mjøndalen,Skagerak Arena,99120001027,2015
4,25-04-2015,lørdag,18:00:00,Viking,1,4,Rosenborg,SR-Bank Arena,99120001029,2015
4,26-04-2015,søndag,15:30:00,Aalesund,0,2,Tromsø,Color Line Stadion,99120001032,2015
4,26-04-2015,søndag,18:00:00,Lillestrøm,0,2,Stabæk,Åråsen stadion,99120001028,2015
4,26-04-2015,søndag,18:00:00,Sarpsborg 08,2,2,Bodø/Glimt,Sarpsborg st KG,99120001025,2015
4,26-04-2015,søndag,18:00:00,Strømsgodset,3,2,Sandefjord,Marienlyst stadion,99120001031,2015
4,26-04-2015,søndag,18:00:00,Haugesund,0,0,Molde,Haugesund stadion,99120001026,2015
5,29-04-2015,onsdag,19:00:00,Molde,3,1,Strømsgodset,Aker stadion,99120001039,2015
5,29-04-2015,onsdag,19:00:00,Sarpsborg 08,2,0,Odd,Sarpsborg st KG,99120001034,2015
5,30-04-2015,torsdag,18:00:00,Sandefjord,1,2,Viking,Komplett Arena,99120001038,2015
5,30-04-2015,torsdag,18:00:00,Tromsø,0,2,Stabæk,Alfheim stadion,99120001036,2015
5,30-04-2015,torsdag,18:00:00,Bodø/Glimt,1,2,Haugesund,Aspmyra stadion,99120001033,2015
5,30-04-2015,torsdag,18:00:00,Vålerenga,1,2,Aalesund,Ullevaal Stadion,99120001040,2015
5,30-04-2015,torsdag,20:00:00,Rosenborg,3,2,Start,Lerkendal stadion,99120001037,2015
5,30-04-2015,torsdag,20:00:00,Mjøndalen,1,4,Lillestrøm,Isachsen Stadion,99120001035,2015
6,02-05-2015,lørdag,18:00:00,Strømsgodset,1,1,Sarpsborg 08,Marienlyst stadion,99120001042,2015
6,03-05-2015,søndag,15:30:00,Aalesund,2,0,Bodø/Glimt,Color Line Stadion,99120001041,2015
6,03-05-2015,søndag,15:30:00,Start,3,1,Tromsø,Sparebanken Sør Arena,99120001047,2015
6,03-05-2015,søndag,18:00:00,Lillestrøm,1,1,Vålerenga,Åråsen stadion,99120001046,2015
6,03-05-2015,søndag,18:00:00,Stabæk,1,0,Mjøndalen,Nadderud stadion,99120001044,2015
6,03-05-2015,søndag,18:00:00,Haugesund,2,1,Sandefjord,Haugesund stadion,99120001043,2015
6,03-05-2015,søndag,20:00:00,Odd,1,2,Rosenborg,Skagerak Arena,99120001045,2015
6,04-05-2015,mandag,19:00:00,Viking,2,1,Molde,SR-Bank Arena,99120001048,2015
7,09-05-2015,lørdag,15:30:00,Mjøndalen,4,3,Tromsø,Isachsen Stadion,99120001051,2015
7,09-05-2015,lørdag,18:00:00,Rosenborg,3,0,Lillestrøm,Lerkendal stadion,99120001054,2015
7,09-05-2015,lørdag,20:00:00,Vålerenga,0,2,Stabæk,Ullevaal Stadion,99120001052,2015
7,10-05-2015,søndag,15:30:00,Sandefjord,1,3,Aalesund,Komplett Arena,99120001056,2015
7,10-05-2015,søndag,18:00:00,Viking,1,1,Odd,SR-Bank Arena,99120001053,2015
7,10-05-2015,søndag,18:00:00,Bodø/Glimt,3,5,Strømsgodset,Aspmyra stadion,99120001049,2015
7,10-05-2015,søndag,18:00:00,Sarpsborg 08,3,0,Haugesund,Sarpsborg st KG,99120001050,2015
7,10-05-2015,søndag,20:00:00,Molde,4,0,Start,Aker stadion,99120001055,2015
8,12-05-2015,tirsdag,18:00:00,Tromsø,4,5,Vålerenga,Alfheim stadion,99120001064,2015
8,12-05-2015,tirsdag,18:00:00,Mjøndalen,3,2,Rosenborg,Isachsen Stadion,99120001060,2015
8,13-05-2015,onsdag,18:00:00,Start,1,1,Bodø/Glimt,Sparebanken Sør Arena,99120001057,2015
8,13-05-2015,onsdag,18:00:00,Stabæk,4,0,Sandefjord,Nadderud stadion,99120001061,2015
8,13-05-2015,onsdag,18:00:00,Lillestrøm,2,1,Molde,Åråsen stadion,99120001063,2015
8,13-05-2015,onsdag,18:00:00,Odd,2,0,Strømsgodset,Skagerak Arena,99120001062,2015
8,13-05-2015,onsdag,18:00:00,Aalesund,2,2,Sarpsborg 08,Color Line Stadion,99120001058,2015
8,13-05-2015,onsdag,18:00:00,Haugesund,0,2,Viking,Haugesund stadion,99120001059,2015
9,16-05-2015,lørdag,15:30:00,Bodø/Glimt,1,0,Tromsø,Aspmyra stadion,99120001065,2015
9,16-05-2015,lørdag,15:30:00,Vålerenga,4,2,Mjøndalen,Ullevaal Stadion,99120001068,2015
9,16-05-2015,lørdag,18:00:00,Strømsgodset,3,1,Aalesund,Marienlyst stadion,99120001072,2015
9,16-05-2015,lørdag,18:00:00,Molde,3,3,Stabæk,Aker stadion,99120001069,2015
9,16-05-2015,lørdag,18:00:00,Sarpsborg 08,1,3,Lillestrøm,Sarpsborg st KG,99120001066,2015
9,16-05-2015,lørdag,18:00:00,Odd,0,0,Haugesund,Skagerak Arena,99120001067,2015
9,16-05-2015,lørdag,18:00:00,Rosenborg,5,1,Sandefjord,Lerkendal stadion,99120001070,2015
9,16-05-2015,lørdag,20:00:00,Viking,1,0,Start,SR-Bank Arena,99120001071,2015
10,22-05-2015,fredag,19:00:00,Mjøndalen,0,3,Molde,Isachsen Stadion,99120001076,2015
10,24-05-2015,søndag,18:00:00,Haugesund,4,0,Strømsgodset,Haugesund stadion,99120001075,2015
10,25-05-2015,mandag,15:30:00,Tromsø,2,2,Odd,Alfheim stadion,99120001078,2015
10,25-05-2015,mandag,15:30:00,Lillestrøm,3,0,Bodø/Glimt,Åråsen stadion,99120001073,2015
10,25-05-2015,mandag,18:00:00,Stabæk,2,3,Rosenborg,Nadderud stadion,99120001077,2015
10,25-05-2015,mandag,18:00:00,Aalesund,0,4,Viking,Color Line Stadion,99120001080,2015
10,25-05-2015,mandag,20:00:00,Sandefjord,0,3,Vålerenga,Komplett Arena,99120001079,2015
10,25-05-2015,mandag,20:00:00,Start,1,2,Sarpsborg 08,Sparebanken Sør Arena,99120001074,2015
11,29-05-2015,fredag,19:00:00,Odd,1,1,Aalesund,Skagerak Arena,99120001084,2015
11,30-05-2015,lørdag,15:30:00,Haugesund,0,2,Start,Haugesund stadion,99120001083,2015
11,30-05-2015,lørdag,18:00:00,Molde,6,1,Sandefjord,Aker stadion,99120001087,2015
11,31-05-2015,søndag,15:30:00,Strømsgodset,2,0,Lillestrøm,Marienlyst stadion,99120001086,2015
11,31-05-2015,søndag,18:00:00,Sarpsborg 08,0,1,Stabæk,Sarpsborg st KG,99120001082,2015
11,31-05-2015,søndag,18:00:00,Viking,3,4,Vålerenga,SR-Bank Arena,99120001088,2015
11,31-05-2015,søndag,18:00:00,Bodø/Glimt,5,1,Mjøndalen,Aspmyra stadion,99120001081,2015
11,31-05-2015,søndag,20:00:00,Rosenborg,1,1,Tromsø,Lerkendal stadion,99120001085,2015
12,05-06-2015,fredag,19:00:00,Tromsø,2,0,Molde,Alfheim stadion,99120001096,2015
12,06-06-2015,lørdag,15:30:00,Vålerenga,1,2,Rosenborg,Ullevaal Stadion,99120001093,2015
12,06-06-2015,lørdag,18:00:00,Sandefjord,0,1,Odd,Komplett Arena,99120001092,2015
12,07-06-2015,søndag,18:00:00,Stabæk,3,2,Bodø/Glimt,Nadderud stadion,99120001089,2015
12,07-06-2015,søndag,18:00:00,Start,0,1,Strømsgodset,Sparebanken Sør Arena,99120001095,2015
12,07-06-2015,søndag,18:00:00,Mjøndalen,1,1,Sarpsborg 08,Isachsen Stadion,99120001090,2015
12,07-06-2015,søndag,18:00:00,Aalesund,2,1,Haugesund,Color Line Stadion,99120001091,2015
12,07-06-2015,søndag,20:00:00,Lillestrøm,2,1,Viking,Åråsen stadion,99120001094,2015
13,19-06-2015,fredag,19:00:00,Odd,3,3,Start,Skagerak Arena,99120001101,2015
13,20-06-2015,lørdag,15:30:00,Sandefjord,0,0,Lillestrøm,Komplett Arena,99120001102,2015
13,20-06-2015,lørdag,18:00:00,Molde,0,0,Vålerenga,Aker stadion,99120001104,2015
13,21-06-2015,søndag,15:30:00,Bodø/Glimt,0,3,Viking,Aspmyra stadion,99120001097,2015
13,21-06-2015,søndag,18:00:00,Aalesund,1,1,Stabæk,Color Line Stadion,99120001100,2015
13,21-06-2015,søndag,18:00:00,Haugesund,1,1,Mjøndalen,Haugesund stadion,99120001099,2015
13,21-06-2015,søndag,18:00:00,Strømsgodset,2,1,Tromsø,Marienlyst stadion,99120001103,2015
13,21-06-2015,søndag,20:00:00,Sarpsborg 08,0,2,Rosenborg,Sarpsborg st KG,99120001098,2015
14,27-06-2015,lørdag,15:30:00,Start,3,1,Aalesund,Sparebanken Sør Arena,99120001112,2015
14,27-06-2015,lørdag,18:00:00,Rosenborg,1,1,Molde,Lerkendal stadion,99120001111,2015
14,27-06-2015,lørdag,20:00:00,Stabæk,3,2,Strømsgodset,Nadderud stadion,99120001109,2015
14,28-06-2015,søndag,15:30:00,Viking,3,1,Sarpsborg 08,SR-Bank Arena,99120001106,2015
14,28-06-2015,søndag,18:00:00,Mjøndalen,2,2,Sandefjord,Isachsen Stadion,99120001108,2015
14,28-06-2015,søndag,18:00:00,Tromsø,2,0,Haugesund,Alfheim stadion,99120001107,2015
14,28-06-2015,søndag,18:00:00,Lillestrøm,1,1,Odd,Åråsen stadion,99120001110,2015
14,28-06-2015,søndag,20:00:00,Vålerenga,1,2,Bodø/Glimt,Ullevaal Stadion,99120001105,2015
15,03-07-2015,fredag,19:00:00,Sarpsborg 08,1,4,Molde,Sarpsborg st KG,99120001114,2015
15,04-07-2015,lørdag,15:30:00,Start,4,1,Stabæk,Sparebanken Sør Arena,99120001117,2015
15,04-07-2015,lørdag,18:00:00,Haugesund,3,3,Lillestrøm,Haugesund stadion,99120001115,2015
15,05-07-2015,søndag,15:30:00,Strømsgodset,4,1,Viking,Marienlyst stadion,99120001120,2015
15,05-07-2015,søndag,18:00:00,Odd,1,2,Vålerenga,Skagerak Arena,99120001118,2015
15,05-07-2015,søndag,18:00:00,Aalesund,4,2,Mjøndalen,Color Line Stadion,99120001116,2015
15,05-07-2015,søndag,18:00:00,Sandefjord,1,1,Tromsø,Komplett Arena,99120001119,2015
15,05-07-2015,søndag,20:00:00,Bodø/Glimt,1,0,Rosenborg,Aspmyra stadion,99120001113,2015
16,10-07-2015,fredag,19:00:00,Molde,0,1,Haugesund,Aker stadion,99120001123,2015
16,11-07-2015,lørdag,15:30:00,Viking,4,1,Aalesund,SR-Bank Arena,99120001128,2015
16,11-07-2015,lørdag,18:00:00,Vålerenga,2,0,Sandefjord,Ullevaal Stadion,99120001127,2015
16,12-07-2015,søndag,15:30:00,Stabæk,0,0,Sarpsborg 08,Nadderud stadion,99120001122,2015
16,12-07-2015,søndag,18:00:00,Mjøndalen,1,2,Bodø/Glimt,Isachsen Stadion,99120001121,2015
16,12-07-2015,søndag,18:00:00,Tromsø,2,1,Start,Alfheim stadion,99120001126,2015
16,12-07-2015,søndag,18:00:00,Rosenborg,3,0,Odd,Lerkendal stadion,99120001124,2015
16,12-07-2015,søndag,20:00:00,Lillestrøm,1,2,Strømsgodset,Åråsen stadion,99120001125,2015
17,24-07-2015,fredag,19:00:00,Start,0,3,Viking,Sparebanken Sør Arena,99120001135,2015
17,25-07-2015,lørdag,18:00:00,Haugesund,2,2,Stabæk,Haugesund stadion,99120001131,2015
17,26-07-2015,søndag,15:30:00,Bodø/Glimt,1,0,Aalesund,Aspmyra stadion,99120001129,2015
17,26-07-2015,søndag,18:00:00,Sarpsborg 08,2,2,Mjøndalen,Sarpsborg st KG,99120001130,2015
17,26-07-2015,søndag,18:00:00,Odd,3,2,Tromsø,Skagerak Arena,99120001132,2015
17,26-07-2015,søndag,20:00:00,Sandefjord,1,2,Rosenborg,Komplett Arena,99120001133,2015
17,27-07-2015,mandag,19:00:00,Vålerenga,2,0,Lillestrøm,Ullevaal Stadion,99120001134,2015
17,23-09-2015,onsdag,18:00:00,Strømsgodset,1,0,Molde,Marienlyst stadion,99120001136,2015
18,18-07-2015,lørdag,18:00:00,Molde,1,2,Bodø/Glimt,Aker stadion,99120001137,2015
18,31-07-2015,fredag,19:00:00,Viking,0,1,Haugesund,SR-Bank Arena,99120001139,2015
18,01-08-2015,lørdag,18:00:00,Stabæk,2,0,Vålerenga,Nadderud stadion,99120001141,2015
18,02-08-2015,søndag,15:30:00,Mjøndalen,3,6,Odd,Isachsen Stadion,99120001140,2015
18,02-08-2015,søndag,18:00:00,Aalesund,2,0,Start,Color Line Stadion,99120001143,2015
18,02-08-2015,søndag,18:00:00,Tromsø,0,6,Strømsgodset,Alfheim stadion,99120001144,2015
18,02-08-2015,søndag,18:00:00,Lillestrøm,3,2,Sandefjord,Åråsen stadion,99120001142,2015
18,02-08-2015,søndag,20:00:00,Rosenborg,3,2,Sarpsborg 08,Lerkendal stadion,99120001138,2015
19,07-08-2015,fredag,19:00:00,Vålerenga,1,0,Tromsø,Ullevaal Stadion,99120001152,2015
19,07-08-2015,fredag,19:00:00,Sandefjord,2,1,Mjøndalen,Komplett Arena,99120001148,2015
19,08-08-2015,lørdag,18:00:00,Sarpsborg 08,0,2,Viking,Sarpsborg st KG,99120001146,2015
19,09-08-2015,søndag,18:00:00,Bodø/Glimt,5,1,Start,Aspmyra stadion,99120001145,2015
19,09-08-2015,søndag,18:00:00,Strømsgodset,0,2,Stabæk,Marienlyst stadion,99120001149,2015
19,09-08-2015,søndag,18:00:00,Lillestrøm,0,5,Rosenborg,Åråsen stadion,99120001151,2015
19,09-08-2015,søndag,18:00:00,Haugesund,3,1,Aalesund,Haugesund stadion,99120001147,2015
19,09-08-2015,søndag,20:00:00,Odd,2,2,Molde,Skagerak Arena,99120001150,2015
20,14-08-2015,fredag,19:00:00,Aalesund,2,1,Strømsgodset,Color Line Stadion,99120001160,2015
20,15-08-2015,lørdag,15:30:00,Molde,0,0,Sarpsborg 08,Aker stadion,99120001154,2015
20,15-08-2015,lørdag,18:00:00,Viking,2,1,Bodø/Glimt,SR-Bank Arena,99120001153,2015
20,16-08-2015,søndag,15:30:00,Start,0,4,Odd,Sparebanken Sør Arena,99120001157,2015
20,16-08-2015,søndag,18:00:00,Rosenborg,2,0,Vålerenga,Lerkendal stadion,99120001158,2015
20,16-08-2015,søndag,18:00:00,Tromsø,1,1,Sandefjord,Alfheim stadion,99120001159,2015
20,16-08-2015,søndag,18:00:00,Mjøndalen,2,1,Haugesund,Isachsen Stadion,99120001155,2015
20,16-08-2015,søndag,20:00:00,Stabæk,3,2,Lillestrøm,NA,99120001156,2015
21,21-08-2015,fredag,19:00:00,Lillestrøm,1,0,Tromsø,Åråsen stadion,99120001166,2015
21,22-08-2015,lørdag,18:00:00,Sandefjord,2,4,Stabæk,Komplett Arena,99120001164,2015
21,23-08-2015,søndag,15:30:00,Vålerenga,0,1,Molde,Ullevaal Stadion,99120001168,2015
21,23-08-2015,søndag,15:30:00,Odd,1,0,Viking,Skagerak Arena,99120001165,2015
21,23-08-2015,søndag,18:00:00,Haugesund,2,4,Bodø/Glimt,Haugesund stadion,99120001161,2015
21,23-08-2015,søndag,18:00:00,Sarpsborg 08,3,1,Aalesund,Sarpsborg st KG,99120001162,2015
21,23-08-2015,søndag,18:00:00,Strømsgodset,2,1,Start,Marienlyst stadion,99120001167,2015
21,23-08-2015,søndag,20:00:00,Rosenborg,1,0,Mjøndalen,Lerkendal stadion,99120001163,2015
22,28-08-2015,fredag,19:00:00,Aalesund,2,0,Vålerenga,Color Line Stadion,99120001176,2015
22,29-08-2015,lørdag,18:00:00,Viking,2,0,Sandefjord,SR-Bank Arena,99120001175,2015
22,30-08-2015,søndag,15:30:00,Molde,2,2,Lillestrøm,Aker stadion,99120001174,2015
22,30-08-2015,søndag,15:30:00,Stabæk,1,2,Odd,Nadderud stadion,99120001172,2015
22,30-08-2015,søndag,18:00:00,Start,1,3,Haugesund,Sparebanken Sør Arena,99120001170,2015
22,30-08-2015,søndag,18:00:00,Bodø/Glimt,3,1,Sarpsborg 08,Aspmyra stadion,99120001169,2015
22,30-08-2015,søndag,18:00:00,Mjøndalen,2,4,Strømsgodset,Isachsen Stadion,99120001171,2015
22,30-08-2015,søndag,20:00:00,Tromsø,1,1,Rosenborg,Alfheim stadion,99120001173,2015
23,11-09-2015,fredag,19:00:00,Strømsgodset,5,0,Haugesund,Marienlyst stadion,99120001179,2015
23,12-09-2015,lørdag,18:00:00,Sandefjord,2,4,Molde,Komplett Arena,99120001183,2015
23,13-09-2015,søndag,15:30:00,Tromsø,0,0,Mjøndalen,Alfheim stadion,99120001180,2015
23,13-09-2015,søndag,18:00:00,Lillestrøm,3,1,Aalesund,Åråsen stadion,99120001182,2015
23,13-09-2015,søndag,18:00:00,Odd,2,1,Bodø/Glimt,Skagerak Arena,99120001177,2015
23,13-09-2015,søndag,18:00:00,Rosenborg,1,0,Stabæk,Lerkendal stadion,99120001181,2015
23,13-09-2015,søndag,18:00:00,Sarpsborg 08,3,1,Start,Sarpsborg st KG,99120001178,2015
23,13-09-2015,søndag,20:00:00,Vålerenga,2,4,Viking,Ullevaal Stadion,99120001184,2015
24,18-09-2015,fredag,19:00:00,Viking,1,1,Strømsgodset,SR-Bank Arena,99120001192,2015
24,19-09-2015,lørdag,15:30:00,Start,0,0,Lillestrøm,Sparebanken Sør Arena,99120001191,2015
24,19-09-2015,lørdag,18:00:00,Stabæk,2,1,Tromsø,Nadderud stadion,99120001188,2015
24,20-09-2015,søndag,15:30:00,Aalesund,1,3,Odd,Color Line Stadion,99120001189,2015
24,20-09-2015,søndag,18:00:00,Haugesund,1,1,Sarpsborg 08,Haugesund stadion,99120001186,2015
24,20-09-2015,søndag,18:00:00,Molde,1,0,Rosenborg,Aker stadion,99120001190,2015
24,20-09-2015,søndag,18:00:00,Bodø/Glimt,2,1,Sandefjord,Aspmyra stadion,99120001185,2015
24,20-09-2015,søndag,20:00:00,Mjøndalen,0,1,Vålerenga,Isachsen Stadion,99120001187,2015
25,25-09-2015,fredag,19:00:00,Vålerenga,1,1,Start,Ullevaal Stadion,99120001199,2015
25,26-09-2015,lørdag,15:30:00,Lillestrøm,3,0,Mjøndalen,Åråsen stadion,99120001196,2015
25,26-09-2015,lørdag,18:00:00,Strømsgodset,3,1,Bodø/Glimt,Marienlyst stadion,99120001193,2015
25,27-09-2015,søndag,15:30:00,Odd,1,1,Sarpsborg 08,Skagerak Arena,99120001194,2015
25,27-09-2015,søndag,18:00:00,Sandefjord,0,1,Haugesund,Komplett Arena,99120001195,2015
25,27-09-2015,søndag,18:00:00,Rosenborg,2,0,Viking,Lerkendal stadion,99120001198,2015
25,27-09-2015,søndag,18:00:00,Tromsø,1,1,Aalesund,Alfheim stadion,99120001200,2015
25,27-09-2015,søndag,20:00:00,Stabæk,1,0,Molde,NA,99120001197,2015
26,02-10-2015,fredag,19:00:00,Bodø/Glimt,1,1,Vålerenga,Aspmyra stadion,99120001201,2015
26,03-10-2015,lørdag,15:30:00,Sarpsborg 08,1,6,Strømsgodset,Sarpsborg st KG,99120001202,2015
26,03-10-2015,lørdag,18:00:00,Mjøndalen,1,4,Stabæk,Isachsen Stadion,99120001204,2015
26,04-10-2015,søndag,15:30:00,Haugesund,1,2,Odd,Haugesund stadion,99120001203,2015
26,04-10-2015,søndag,18:00:00,Molde,4,0,Tromsø,Aker stadion,99120001208,2015
26,04-10-2015,søndag,18:00:00,Viking,1,0,Lillestrøm,SR-Bank Arena,99120001206,2015
26,04-10-2015,søndag,18:00:00,Aalesund,2,1,Sandefjord,Color Line Stadion,99120001207,2015
26,04-10-2015,søndag,20:00:00,Start,0,4,Rosenborg,Sparebanken Sør Arena,99120001205,2015
27,16-10-2015,fredag,19:00:00,Strømsgodset,2,1,Odd,Marienlyst stadion,99120001214,2015
27,17-10-2015,lørdag,15:30:00,Sandefjord,4,1,Start,Komplett Arena,99120001215,2015
27,17-10-2015,lørdag,18:00:00,Stabæk,1,4,Aalesund,Nadderud stadion,99120001213,2015
27,18-10-2015,søndag,15:30:00,Molde,3,1,Mjøndalen,Aker stadion,99120001212,2015
27,18-10-2015,søndag,18:00:00,Vålerenga,3,1,Sarpsborg 08,Ullevaal Stadion,99120001210,2015
27,18-10-2015,søndag,18:00:00,Rosenborg,1,1,Bodø/Glimt,Lerkendal stadion,99120001209,2015
27,18-10-2015,søndag,18:00:00,Lillestrøm,2,0,Haugesund,Åråsen stadion,99120001211,2015
27,18-10-2015,søndag,20:00:00,Tromsø,3,1,Viking,Alfheim stadion,99120001216,2015
28,23-10-2015,fredag,19:00:00,Start,1,1,Mjøndalen,Sparebanken Sør Arena,99120001220,2015
28,24-10-2015,lørdag,15:30:00,Sarpsborg 08,1,0,Tromsø,Sarpsborg st KG,99120001218,2015
28,24-10-2015,lørdag,18:00:00,Haugesund,0,1,Vålerenga,Haugesund stadion,99120001219,2015
28,25-10-2015,søndag,15:30:00,Aalesund,1,2,Molde,Color Line Stadion,99120001224,2015
28,25-10-2015,søndag,18:00:00,Bodø/Glimt,0,3,Lillestrøm,Aspmyra stadion,99120001217,2015
28,25-10-2015,søndag,18:00:00,Strømsgodset,3,3,Rosenborg,Marienlyst stadion,99120001223,2015
28,25-10-2015,søndag,18:00:00,Odd,4,3,Sandefjord,Skagerak Arena,99120001222,2015
28,25-10-2015,søndag,20:00:00,Viking,2,1,Stabæk,SR-Bank Arena,99120001221,2015
29,01-11-2015,søndag,18:00:00,Molde,4,1,Viking,Aker stadion,99120001232,2015
29,01-11-2015,søndag,18:00:00,Vålerenga,2,2,Odd,Ullevaal Stadion,99120001230,2015
29,01-11-2015,søndag,18:00:00,Rosenborg,4,3,Haugesund,Lerkendal stadion,99120001227,2015
29,01-11-2015,søndag,18:00:00,Tromsø,3,1,Bodø/Glimt,Alfheim stadion,99120001225,2015
